"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Percent Households without Broadband Cable, Fiber Optic, or DSL","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Census Tract","06067007427","CA","06067007427","=""06067007427""","14.22","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007428","CA","06067007428","=""06067007428""","17.91","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007429","CA","06067007429","=""06067007429""","22.92","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007430","CA","06067007430","=""06067007430""","18.75","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007431","CA","06067007431","=""06067007431""","17.69","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007432","CA","06067007432","=""06067007432""","8.83","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007434","CA","06067007434","=""06067007434""","26.50","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007435","CA","06067007435","=""06067007435""","39.54","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007436","CA","06067007436","=""06067007436""","12.47","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007437","CA","06067007437","=""06067007437""","9.07","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007438","CA","06067007438","=""06067007438""","40.41","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007439","CA","06067007439","=""06067007439""","17.29","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007501","CA","06067007501","=""06067007501""","26.17","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007503","CA","06067007503","=""06067007503""","17.97","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007504","CA","06067007504","=""06067007504""","20.35","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007602","CA","06067007602","=""06067007602""","21.07","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007603","CA","06067007603","=""06067007603""","22.18","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007604","CA","06067007604","=""06067007604""","21.18","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007701","CA","06067007701","=""06067007701""","33.31","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007702","CA","06067007702","=""06067007702""","17.56","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007801","CA","06067007801","=""06067007801""","23.86","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007802","CA","06067007802","=""06067007802""","22.89","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007903","CA","06067007903","=""06067007903""","20.89","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007904","CA","06067007904","=""06067007904""","19.19","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007905","CA","06067007905","=""06067007905""","14.62","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067007906","CA","06067007906","=""06067007906""","16.35","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008005","CA","06067008005","=""06067008005""","13.54","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008006","CA","06067008006","=""06067008006""","9.27","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008007","CA","06067008007","=""06067008007""","20.81","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008008","CA","06067008008","=""06067008008""","12.45","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008009","CA","06067008009","=""06067008009""","24.77","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008010","CA","06067008010","=""06067008010""","17.29","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008111","CA","06067008111","=""06067008111""","14.64","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008113","CA","06067008113","=""06067008113""","17.09","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008117","CA","06067008117","=""06067008117""","15.08","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008119","CA","06067008119","=""06067008119""","18.06","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008120","CA","06067008120","=""06067008120""","22.63","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008122","CA","06067008122","=""06067008122""","16.74","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008124","CA","06067008124","=""06067008124""","15.28","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008125","CA","06067008125","=""06067008125""","11.30","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008127","CA","06067008127","=""06067008127""","22.50","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008128","CA","06067008128","=""06067008128""","26.86","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008129","CA","06067008129","=""06067008129""","35.01","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008130","CA","06067008130","=""06067008130""","25.48","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008131","CA","06067008131","=""06067008131""","20.16","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008132","CA","06067008132","=""06067008132""","13.60","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008133","CA","06067008133","=""06067008133""","23.14","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008134","CA","06067008134","=""06067008134""","13.81","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008135","CA","06067008135","=""06067008135""","24.84","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008136","CA","06067008136","=""06067008136""","15.15","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008137","CA","06067008137","=""06067008137""","25.43","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008138","CA","06067008138","=""06067008138""","21.31","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008139","CA","06067008139","=""06067008139""","22.64","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008140","CA","06067008140","=""06067008140""","15.33","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008141","CA","06067008141","=""06067008141""","25.07","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008142","CA","06067008142","=""06067008142""","22.58","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008143","CA","06067008143","=""06067008143""","23.35","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008144","CA","06067008144","=""06067008144""","11.26","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008145","CA","06067008145","=""06067008145""","16.48","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008203","CA","06067008203","=""06067008203""","25.22","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008204","CA","06067008204","=""06067008204""","21.77","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008206","CA","06067008206","=""06067008206""","20.68","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008207","CA","06067008207","=""06067008207""","16.41","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008208","CA","06067008208","=""06067008208""","28.88","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008209","CA","06067008209","=""06067008209""","12.85","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008210","CA","06067008210","=""06067008210""","22.76","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008211","CA","06067008211","=""06067008211""","13.42","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008402","CA","06067008402","=""06067008402""","17.33","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008403","CA","06067008403","=""06067008403""","19.85","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008404","CA","06067008404","=""06067008404""","16.26","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008501","CA","06067008501","=""06067008501""","8.10","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008504","CA","06067008504","=""06067008504""","8.59","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008505","CA","06067008505","=""06067008505""","9.62","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008506","CA","06067008506","=""06067008506""","23.49","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008507","CA","06067008507","=""06067008507""","13.14","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008508","CA","06067008508","=""06067008508""","8.52","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008509","CA","06067008509","=""06067008509""","6.00","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008510","CA","06067008510","=""06067008510""","9.84","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008512","CA","06067008512","=""06067008512""","5.54","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008513","CA","06067008513","=""06067008513""","17.28","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008601","CA","06067008601","=""06067008601""","6.63","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008602","CA","06067008602","=""06067008602""","33.86","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008702","CA","06067008702","=""06067008702""","10.43","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008703","CA","06067008703","=""06067008703""","18.08","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008704","CA","06067008704","=""06067008704""","7.48","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008706","CA","06067008706","=""06067008706""","29.36","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008707","CA","06067008707","=""06067008707""","9.99","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008708","CA","06067008708","=""06067008708""","14.59","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008802","CA","06067008802","=""06067008802""","12.14","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008803","CA","06067008803","=""06067008803""","29.13","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008905","CA","06067008905","=""06067008905""","16.01","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008907","CA","06067008907","=""06067008907""","29.70","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008908","CA","06067008908","=""06067008908""","24.45","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008909","CA","06067008909","=""06067008909""","15.60","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008910","CA","06067008910","=""06067008910""","22.75","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008911","CA","06067008911","=""06067008911""","25.60","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008912","CA","06067008912","=""06067008912""","14.24","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067008913","CA","06067008913","=""06067008913""","31.92","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009004","CA","06067009004","=""06067009004""","34.93","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009005","CA","06067009005","=""06067009005""","24.74","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009006","CA","06067009006","=""06067009006""","33.28","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009007","CA","06067009007","=""06067009007""","33.15","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009008","CA","06067009008","=""06067009008""","34.50","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009010","CA","06067009010","=""06067009010""","21.71","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009011","CA","06067009011","=""06067009011""","12.27","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009103","CA","06067009103","=""06067009103""","28.76","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009105","CA","06067009105","=""06067009105""","24.22","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009106","CA","06067009106","=""06067009106""","17.02","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009107","CA","06067009107","=""06067009107""","25.23","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009108","CA","06067009108","=""06067009108""","26.25","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009109","CA","06067009109","=""06067009109""","15.19","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009110","CA","06067009110","=""06067009110""","36.68","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009111","CA","06067009111","=""06067009111""","15.51","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009112","CA","06067009112","=""06067009112""","19.60","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009201","CA","06067009201","=""06067009201""","27.31","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009307","CA","06067009307","=""06067009307""","16.53","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009308","CA","06067009308","=""06067009308""","14.82","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009309","CA","06067009309","=""06067009309""","19.10","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009310","CA","06067009310","=""06067009310""","15.29","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009311","CA","06067009311","=""06067009311""","14.90","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009312","CA","06067009312","=""06067009312""","21.28","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009314","CA","06067009314","=""06067009314""","24.23","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009316","CA","06067009316","=""06067009316""","24.75","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009317","CA","06067009317","=""06067009317""","18.38","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009318","CA","06067009318","=""06067009318""","17.89","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009319","CA","06067009319","=""06067009319""","16.79","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009320","CA","06067009320","=""06067009320""","25.41","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009321","CA","06067009321","=""06067009321""","14.73","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009323","CA","06067009323","=""06067009323""","18.30","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009326","CA","06067009326","=""06067009326""","10.83","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009328","CA","06067009328","=""06067009328""","12.66","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009329","CA","06067009329","=""06067009329""","34.32","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009330","CA","06067009330","=""06067009330""","13.57","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009331","CA","06067009331","=""06067009331""","7.31","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009332","CA","06067009332","=""06067009332""","24.42","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009333","CA","06067009333","=""06067009333""","25.40","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009334","CA","06067009334","=""06067009334""","18.00","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009335","CA","06067009335","=""06067009335""","10.67","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009336","CA","06067009336","=""06067009336""","18.33","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009403","CA","06067009403","=""06067009403""","34.00","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009404","CA","06067009404","=""06067009404""","35.50","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009406","CA","06067009406","=""06067009406""","51.24","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009408","CA","06067009408","=""06067009408""","43.44","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009409","CA","06067009409","=""06067009409""","17.51","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009410","CA","06067009410","=""06067009410""","17.81","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009501","CA","06067009501","=""06067009501""","38.45","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009502","CA","06067009502","=""06067009502""","19.87","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009503","CA","06067009503","=""06067009503""","44.41","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009504","CA","06067009504","=""06067009504""","35.37","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009601","CA","06067009601","=""06067009601""","22.97","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009608","CA","06067009608","=""06067009608""","12.61","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009609","CA","06067009609","=""06067009609""","12.99","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009610","CA","06067009610","=""06067009610""","18.02","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009611","CA","06067009611","=""06067009611""","29.83","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009612","CA","06067009612","=""06067009612""","16.70","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009614","CA","06067009614","=""06067009614""","13.56","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009616","CA","06067009616","=""06067009616""","15.08","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009617","CA","06067009617","=""06067009617""","13.28","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009618","CA","06067009618","=""06067009618""","17.97","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009622","CA","06067009622","=""06067009622""","14.30","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009632","CA","06067009632","=""06067009632""","7.80","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009633","CA","06067009633","=""06067009633""","29.31","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009634","CA","06067009634","=""06067009634""","22.89","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009635","CA","06067009635","=""06067009635""","11.17","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009637","CA","06067009637","=""06067009637""","13.43","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009639","CA","06067009639","=""06067009639""","29.76","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009640","CA","06067009640","=""06067009640""","46.20","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009641","CA","06067009641","=""06067009641""","40.06","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009642","CA","06067009642","=""06067009642""","27.44","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009643","CA","06067009643","=""06067009643""","15.24","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009644","CA","06067009644","=""06067009644""","22.73","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009645","CA","06067009645","=""06067009645""","20.73","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009646","CA","06067009646","=""06067009646""","15.38","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009647","CA","06067009647","=""06067009647""","14.62","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009648","CA","06067009648","=""06067009648""","8.52","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009649","CA","06067009649","=""06067009649""","19.39","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009650","CA","06067009650","=""06067009650""","7.59","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009651","CA","06067009651","=""06067009651""","9.39","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009652","CA","06067009652","=""06067009652""","12.65","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009653","CA","06067009653","=""06067009653""","22.81","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009800","CA","06067009800","=""06067009800""","54.94","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067009900","CA","06067009900","=""06067009900""","44.31","2016-2020","2020","Census","Sacramento (County, 2020)"
"Census Tract","06067988300","CA","06067988300","=""06067988300""","35.90","2016-2020","2020","Census","Sacramento (County, 2020)"
